pokemon,move,move_human,left_min_level,left_groups,right_groups
staryu,psybeam,Psybeam,24,sword-shield,scarlet-violet
staryu,psychic,Psychic,40,sword-shield,scarlet-violet
staryu,recover,Recover,48,sword-shield,scarlet-violet
staryu,harden,Harden,1,sword-shield,scarlet-violet
staryu,minimize,Minimize,16,sword-shield,scarlet-violet
staryu,confuse-ray,Confuse Ray,8,sword-shield,scarlet-violet
staryu,light-screen,Light Screen,32,sword-shield,scarlet-violet
staryu,swift,Swift,20,sword-shield,scarlet-violet
staryu,rapid-spin,Rapid Spin,12,sword-shield,scarlet-violet
staryu,cosmic-power,Cosmic Power,52,sword-shield,scarlet-violet
staryu,brine,Brine,28,sword-shield,scarlet-violet
staryu,power-gem,Power Gem,36,sword-shield,scarlet-violet
seaking,horn-attack,Horn Attack,15,sword-shield,scarlet-violet
seaking,horn-drill,Horn Drill,58,sword-shield,scarlet-violet
seaking,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
seaking,supersonic,Supersonic,1,sword-shield,scarlet-violet
seaking,peck,Peck,1,sword-shield,scarlet-violet
seaking,agility,Agility,20,sword-shield,scarlet-violet
seaking,waterfall,Waterfall,37,sword-shield,scarlet-violet
seaking,flail,Flail,30,sword-shield,scarlet-violet
seaking,megahorn,Megahorn,51,sword-shield,scarlet-violet
seaking,water-pulse,Water Pulse,1,sword-shield,scarlet-violet
seaking,aqua-ring,Aqua Ring,25,sword-shield,scarlet-violet
seaking,soak,Soak,44,sword-shield,scarlet-violet
goldeen,horn-attack,Horn Attack,15,sword-shield,scarlet-violet
goldeen,horn-drill,Horn Drill,50,sword-shield,scarlet-violet
goldeen,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
goldeen,supersonic,Supersonic,5,sword-shield,scarlet-violet
goldeen,peck,Peck,1,sword-shield,scarlet-violet
goldeen,agility,Agility,20,sword-shield,scarlet-violet
goldeen,waterfall,Waterfall,35,sword-shield,scarlet-violet
goldeen,flail,Flail,30,sword-shield,scarlet-violet
goldeen,megahorn,Megahorn,45,sword-shield,scarlet-violet
goldeen,water-pulse,Water Pulse,10,sword-shield,scarlet-violet
goldeen,aqua-ring,Aqua Ring,25,sword-shield,scarlet-violet
goldeen,soak,Soak,40,sword-shield,scarlet-violet
starmie,tackle,Tackle,1,sword-shield,scarlet-violet
starmie,water-gun,Water Gun,1,sword-shield,scarlet-violet
starmie,hydro-pump,Hydro Pump,1,sword-shield,scarlet-violet
starmie,surf,Surf,1,sword-shield,scarlet-violet
starmie,psybeam,Psybeam,1,sword-shield,scarlet-violet
starmie,psychic,Psychic,1,sword-shield,scarlet-violet
starmie,recover,Recover,1,sword-shield,scarlet-violet
starmie,harden,Harden,1,sword-shield,scarlet-violet
starmie,minimize,Minimize,1,sword-shield,scarlet-violet
starmie,confuse-ray,Confuse Ray,1,sword-shield,scarlet-violet
starmie,light-screen,Light Screen,1,sword-shield,scarlet-violet
starmie,swift,Swift,1,sword-shield,scarlet-violet
starmie,rapid-spin,Rapid Spin,1,sword-shield,scarlet-violet
starmie,cosmic-power,Cosmic Power,1,sword-shield,scarlet-violet
starmie,brine,Brine,1,sword-shield,scarlet-violet
starmie,power-gem,Power Gem,1,sword-shield,scarlet-violet
mr-mime,pound,Pound,1,sword-shield,scarlet-violet
mr-mime,psybeam,Psybeam,28,sword-shield,scarlet-violet
mr-mime,confusion,Confusion,12,sword-shield,scarlet-violet
mr-mime,psychic,Psychic,48,sword-shield,scarlet-violet
mr-mime,mimic,Mimic,32,sword-shield,scarlet-violet
mr-mime,light-screen,Light Screen,36,sword-shield,scarlet-violet
mr-mime,reflect,Reflect,36,sword-shield,scarlet-violet
mr-mime,protect,Protect,20,sword-shield,scarlet-violet
mr-mime,safeguard,Safeguard,36,sword-shield,scarlet-violet
mr-mime,baton-pass,Baton Pass,1,sword-shield,scarlet-violet
mr-mime,encore,Encore,1,sword-shield,scarlet-violet
mr-mime,role-play,Role Play,16,sword-shield,scarlet-violet
mr-mime,recycle,Recycle,24,sword-shield,scarlet-violet
mr-mime,teeter-dance,Teeter Dance,52,sword-shield,scarlet-violet
mr-mime,copycat,Copycat,1,sword-shield,scarlet-violet
mr-mime,power-swap,Power Swap,1,sword-shield,scarlet-violet
mr-mime,guard-swap,Guard Swap,1,sword-shield,scarlet-violet
mr-mime,sucker-punch,Sucker Punch,40,sword-shield,scarlet-violet
mr-mime,wide-guard,Wide Guard,1,sword-shield,scarlet-violet
mr-mime,quick-guard,Quick Guard,1,sword-shield,scarlet-violet
mr-mime,dazzling-gleam,Dazzling Gleam,44,sword-shield,scarlet-violet
scyther,laser-focus,Laser Focus,44,sword-shield,scarlet-violet
tauros,take-down,Take Down,35,sword-shield,scarlet-violet
jynx,pound,Pound,1,sword-shield,scarlet-violet
jynx,ice-punch,Ice Punch,28,sword-shield,scarlet-violet
jynx,sing,Sing,20,sword-shield,scarlet-violet
jynx,blizzard,Blizzard,58,sword-shield,scarlet-violet
jynx,confusion,Confusion,12,sword-shield,scarlet-violet
jynx,psychic,Psychic,34,sword-shield,scarlet-violet
jynx,lick,Lick,1,sword-shield,scarlet-violet
jynx,lovely-kiss,Lovely Kiss,40,sword-shield,scarlet-violet
jynx,powder-snow,Powder Snow,1,sword-shield,scarlet-violet
jynx,sweet-kiss,Sweet Kiss,1,sword-shield,scarlet-violet
jynx,perish-song,Perish Song,52,sword-shield,scarlet-violet
jynx,mean-look,Mean Look,46,sword-shield,scarlet-violet
jynx,fake-tears,Fake Tears,24,sword-shield,scarlet-violet
jynx,covet,Covet,16,sword-shield,scarlet-violet
jynx,copycat,Copycat,1,sword-shield,scarlet-violet
pinsir,vice-grip,Vice Grip,1,sword-shield,scarlet-violet
pinsir,guillotine,Guillotine,48,sword-shield,scarlet-violet
pinsir,swords-dance,Swords Dance,40,sword-shield,scarlet-violet
pinsir,bind,Bind,8,sword-shield,scarlet-violet
pinsir,submission,Submission,44,sword-shield,scarlet-violet
pinsir,seismic-toss,Seismic Toss,12,sword-shield,scarlet-violet
pinsir,strength,Strength,36,sword-shield,scarlet-violet
pinsir,harden,Harden,1,sword-shield,scarlet-violet
pinsir,focus-energy,Focus Energy,4,sword-shield,scarlet-violet
pinsir,vital-throw,Vital Throw,28,sword-shield,scarlet-violet
pinsir,superpower,Superpower,52,sword-shield,scarlet-violet
pinsir,x-scissor,X Scissor,32,sword-shield,scarlet-violet
pinsir,bug-bite,Bug Bite,16,sword-shield,scarlet-violet
pinsir,double-hit,Double Hit,24,sword-shield,scarlet-violet
pinsir,storm-throw,Storm Throw,20,sword-shield,scarlet-violet
porygon,magic-coat,Magic Coat,50,sword-shield,scarlet-violet
omastar,bind,Bind,1,sword-shield,scarlet-violet
omastar,sand-attack,Sand Attack,1,sword-shield,scarlet-violet
omastar,leer,Leer,20,sword-shield,scarlet-violet
omastar,water-gun,Water Gun,15,sword-shield,scarlet-violet
omastar,hydro-pump,Hydro Pump,70,sword-shield,scarlet-violet
omastar,surf,Surf,56,sword-shield,scarlet-violet
omastar,withdraw,Withdraw,1,sword-shield,scarlet-violet
omastar,protect,Protect,43,sword-shield,scarlet-violet
omastar,rollout,Rollout,1,sword-shield,scarlet-violet
omastar,crunch,Crunch,0,sword-shield,scarlet-violet
omastar,ancient-power,Ancient Power,30,sword-shield,scarlet-violet
omastar,mud-shot,Mud Shot,25,sword-shield,scarlet-violet
omastar,rock-blast,Rock Blast,49,sword-shield,scarlet-violet
omastar,brine,Brine,35,sword-shield,scarlet-violet
omastar,shell-smash,Shell Smash,63,sword-shield,scarlet-violet
omanyte,bind,Bind,1,sword-shield,scarlet-violet
omanyte,sand-attack,Sand Attack,10,sword-shield,scarlet-violet
omanyte,leer,Leer,20,sword-shield,scarlet-violet
omanyte,water-gun,Water Gun,15,sword-shield,scarlet-violet
omanyte,hydro-pump,Hydro Pump,60,sword-shield,scarlet-violet
omanyte,surf,Surf,50,sword-shield,scarlet-violet
omanyte,withdraw,Withdraw,1,sword-shield,scarlet-violet
omanyte,protect,Protect,41,sword-shield,scarlet-violet
omanyte,rollout,Rollout,5,sword-shield,scarlet-violet
omanyte,ancient-power,Ancient Power,30,sword-shield,scarlet-violet
omanyte,mud-shot,Mud Shot,25,sword-shield,scarlet-violet
omanyte,rock-blast,Rock Blast,45,sword-shield,scarlet-violet
omanyte,brine,Brine,35,sword-shield,scarlet-violet
omanyte,shell-smash,Shell Smash,55,sword-shield,scarlet-violet
kabuto,scratch,Scratch,5,sword-shield,scarlet-violet
kabuto,sand-attack,Sand Attack,10,sword-shield,scarlet-violet
kabuto,leer,Leer,20,sword-shield,scarlet-violet
kabuto,absorb,Absorb,1,sword-shield,scarlet-violet
kabuto,harden,Harden,1,sword-shield,scarlet-violet
kabuto,leech-life,Leech Life,45,sword-shield,scarlet-violet
kabuto,protect,Protect,41,sword-shield,scarlet-violet
kabuto,ancient-power,Ancient Power,30,sword-shield,scarlet-violet
kabuto,metal-sound,Metal Sound,55,sword-shield,scarlet-violet
kabuto,mud-shot,Mud Shot,25,sword-shield,scarlet-violet
kabuto,brine,Brine,35,sword-shield,scarlet-violet
kabuto,stone-edge,Stone Edge,60,sword-shield,scarlet-violet
kabuto,aqua-jet,Aqua Jet,15,sword-shield,scarlet-violet
kabuto,liquidation,Liquidation,50,sword-shield,scarlet-violet
kabutops,scratch,Scratch,1,sword-shield,scarlet-violet
kabutops,sand-attack,Sand Attack,1,sword-shield,scarlet-violet
kabutops,leer,Leer,20,sword-shield,scarlet-violet
kabutops,absorb,Absorb,1,sword-shield,scarlet-violet
kabutops,harden,Harden,1,sword-shield,scarlet-violet
kabutops,leech-life,Leech Life,49,sword-shield,scarlet-violet
kabutops,slash,Slash,0,sword-shield,scarlet-violet
kabutops,protect,Protect,43,sword-shield,scarlet-violet
kabutops,ancient-power,Ancient Power,30,sword-shield,scarlet-violet
kabutops,metal-sound,Metal Sound,63,sword-shield,scarlet-violet
kabutops,mud-shot,Mud Shot,25,sword-shield,scarlet-violet
kabutops,brine,Brine,35,sword-shield,scarlet-violet
kabutops,feint,Feint,1,sword-shield,scarlet-violet
kabutops,night-slash,Night Slash,1,sword-shield,scarlet-violet
kabutops,stone-edge,Stone Edge,70,sword-shield,scarlet-violet
kabutops,aqua-jet,Aqua Jet,15,sword-shield,scarlet-violet
kabutops,liquidation,Liquidation,56,sword-shield,scarlet-violet
aerodactyl,wing-attack,Wing Attack,10,sword-shield,scarlet-violet
aerodactyl,take-down,Take Down,40,sword-shield,scarlet-violet
aerodactyl,bite,Bite,1,sword-shield,scarlet-violet
aerodactyl,roar,Roar,25,sword-shield,scarlet-violet
aerodactyl,supersonic,Supersonic,5,sword-shield,scarlet-violet
aerodactyl,hyper-beam,Hyper Beam,55,sword-shield,scarlet-violet
aerodactyl,agility,Agility,50,sword-shield,scarlet-violet
aerodactyl,rock-slide,Rock Slide,20,sword-shield,scarlet-violet
aerodactyl,scary-face,Scary Face,15,sword-shield,scarlet-violet
aerodactyl,crunch,Crunch,30,sword-shield,scarlet-violet
aerodactyl,ancient-power,Ancient Power,1,sword-shield,scarlet-violet
aerodactyl,giga-impact,Giga Impact,60,sword-shield,scarlet-violet
aerodactyl,iron-head,Iron Head,35,sword-shield,scarlet-violet
aerodactyl,stone-edge,Stone Edge,45,sword-shield,scarlet-violet
articuno,mind-reader,Mind Reader,60,sword-shield,scarlet-violet
articuno,hail,Hail,50,sword-shield,scarlet-violet
moltres,burn-up,Burn Up,65,sword-shield,scarlet-violet
mewtwo,laser-focus,Laser Focus,1,sword-shield,scarlet-violet
hoothoot,psycho-shift,Psycho Shift,15,sword-shield,scarlet-violet
noctowl,psycho-shift,Psycho Shift,15,sword-shield,scarlet-violet
crobat,bite,Bite,34,sword-shield,scarlet-violet
crobat,supersonic,Supersonic,1,sword-shield,scarlet-violet
crobat,absorb,Absorb,1,sword-shield,scarlet-violet
crobat,toxic,Toxic,1,sword-shield,scarlet-violet
crobat,screech,Screech,1,sword-shield,scarlet-violet
crobat,confuse-ray,Confuse Ray,55,sword-shield,scarlet-violet
crobat,haze,Haze,41,sword-shield,scarlet-violet
crobat,leech-life,Leech Life,69,sword-shield,scarlet-violet
crobat,mean-look,Mean Look,1,sword-shield,scarlet-violet
crobat,poison-fang,Poison Fang,15,sword-shield,scarlet-violet
crobat,astonish,Astonish,1,sword-shield,scarlet-violet
crobat,air-cutter,Air Cutter,27,sword-shield,scarlet-violet
crobat,tailwind,Tailwind,1,sword-shield,scarlet-violet
crobat,air-slash,Air Slash,62,sword-shield,scarlet-violet
crobat,cross-poison,Cross Poison,0,sword-shield,scarlet-violet
crobat,venoshock,Venoshock,48,sword-shield,scarlet-violet
crobat,quick-guard,Quick Guard,20,sword-shield,scarlet-violet
togetic,pound,Pound,1,sword-shield,scarlet-violet
togetic,double-edge,Double-Edge,32,sword-shield,scarlet-violet
togetic,growl,Growl,1,sword-shield,scarlet-violet
togetic,metronome,Metronome,24,sword-shield,scarlet-violet
togetic,sweet-kiss,Sweet Kiss,1,sword-shield,scarlet-violet
togetic,charm,Charm,12,sword-shield,scarlet-violet
togetic,safeguard,Safeguard,36,sword-shield,scarlet-violet
togetic,baton-pass,Baton Pass,44,sword-shield,scarlet-violet
togetic,ancient-power,Ancient Power,16,sword-shield,scarlet-violet
togetic,follow-me,Follow Me,40,sword-shield,scarlet-violet
togetic,wish,Wish,52,sword-shield,scarlet-violet
togetic,yawn,Yawn,20,sword-shield,scarlet-violet
togetic,last-resort,Last Resort,48,sword-shield,scarlet-violet
togetic,after-you,After You,28,sword-shield,scarlet-violet
togetic,fairy-wind,Fairy Wind,0,sword-shield,scarlet-violet
togetic,life-dew,Life Dew,1,sword-shield,scarlet-violet
natu,leer,Leer,1,sword-shield,scarlet-violet
natu,peck,Peck,1,sword-shield,scarlet-violet
natu,psychic,Psychic,35,sword-shield,scarlet-violet
natu,teleport,Teleport,10,sword-shield,scarlet-violet
natu,night-shade,Night Shade,20,sword-shield,scarlet-violet
natu,confuse-ray,Confuse Ray,15,sword-shield,scarlet-violet
natu,future-sight,Future Sight,45,sword-shield,scarlet-violet
natu,wish,Wish,40,sword-shield,scarlet-violet
natu,psycho-shift,Psycho Shift,26,sword-shield,scarlet-violet
natu,power-swap,Power Swap,30,sword-shield,scarlet-violet
natu,guard-swap,Guard Swap,35,sword-shield,scarlet-violet
natu,stored-power,Stored Power,5,sword-shield,scarlet-violet
xatu,leer,Leer,1,sword-shield,scarlet-violet
xatu,peck,Peck,1,sword-shield,scarlet-violet
xatu,psychic,Psychic,41,sword-shield,scarlet-violet
xatu,teleport,Teleport,1,sword-shield,scarlet-violet
xatu,night-shade,Night Shade,20,sword-shield,scarlet-violet
xatu,confuse-ray,Confuse Ray,15,sword-shield,scarlet-violet
xatu,future-sight,Future Sight,55,sword-shield,scarlet-violet
xatu,wish,Wish,48,sword-shield,scarlet-violet
xatu,tailwind,Tailwind,1,sword-shield,scarlet-violet
xatu,psycho-shift,Psycho Shift,28,sword-shield,scarlet-violet
xatu,power-swap,Power Swap,34,sword-shield,scarlet-violet
xatu,guard-swap,Guard Swap,34,sword-shield,scarlet-violet
xatu,air-slash,Air Slash,0,sword-shield,scarlet-violet
xatu,stored-power,Stored Power,1,sword-shield,scarlet-violet
politoed,body-slam,Body Slam,1,sword-shield,scarlet-violet
politoed,double-edge,Double-Edge,1,sword-shield,scarlet-violet
politoed,water-gun,Water Gun,1,sword-shield,scarlet-violet
politoed,bubble-beam,Bubble Beam,1,sword-shield,scarlet-violet
politoed,hypnosis,Hypnosis,1,sword-shield,scarlet-violet
politoed,perish-song,Perish Song,1,sword-shield,scarlet-violet
politoed,swagger,Swagger,1,sword-shield,scarlet-violet
politoed,hyper-voice,Hyper Voice,1,sword-shield,scarlet-violet
politoed,mud-shot,Mud Shot,1,sword-shield,scarlet-violet
politoed,earth-power,Earth Power,1,sword-shield,scarlet-violet
togepi,pound,Pound,1,sword-shield,scarlet-violet
togepi,double-edge,Double-Edge,32,sword-shield,scarlet-violet
togepi,growl,Growl,1,sword-shield,scarlet-violet
togepi,metronome,Metronome,24,sword-shield,scarlet-violet
togepi,sweet-kiss,Sweet Kiss,4,sword-shield,scarlet-violet
togepi,charm,Charm,12,sword-shield,scarlet-violet
togepi,safeguard,Safeguard,36,sword-shield,scarlet-violet
togepi,baton-pass,Baton Pass,44,sword-shield,scarlet-violet
togepi,ancient-power,Ancient Power,16,sword-shield,scarlet-violet
togepi,follow-me,Follow Me,40,sword-shield,scarlet-violet
togepi,wish,Wish,52,sword-shield,scarlet-violet
togepi,yawn,Yawn,20,sword-shield,scarlet-violet
togepi,last-resort,Last Resort,48,sword-shield,scarlet-violet
togepi,after-you,After You,28,sword-shield,scarlet-violet
togepi,life-dew,Life Dew,8,sword-shield,scarlet-violet
slowking,zen-headbutt,Zen Headbutt,24,sword-shield,scarlet-violet
wobbuffet,counter,Counter,0,sword-shield,scarlet-violet
wobbuffet,amnesia,Amnesia,1,sword-shield,scarlet-violet
wobbuffet,splash,Splash,1,sword-shield,scarlet-violet
wobbuffet,destiny-bond,Destiny Bond,0,sword-shield,scarlet-violet
wobbuffet,charm,Charm,1,sword-shield,scarlet-violet
wobbuffet,safeguard,Safeguard,0,sword-shield,scarlet-violet
wobbuffet,encore,Encore,1,sword-shield,scarlet-violet
wobbuffet,mirror-coat,Mirror Coat,0,sword-shield,scarlet-violet
dunsparce,body-slam,Body Slam,32,sword-shield,scarlet-violet
dunsparce,take-down,Take Down,36,sword-shield,scarlet-violet
steelix,bind,Bind,1,sword-shield,scarlet-violet
steelix,slam,Slam,36,sword-shield,scarlet-violet
steelix,tackle,Tackle,1,sword-shield,scarlet-violet
steelix,double-edge,Double-Edge,56,sword-shield,scarlet-violet
steelix,rock-throw,Rock Throw,1,sword-shield,scarlet-violet
steelix,dig,Dig,44,sword-shield,scarlet-violet
steelix,screech,Screech,24,sword-shield,scarlet-violet
steelix,harden,Harden,1,sword-shield,scarlet-violet
steelix,rock-slide,Rock Slide,20,sword-shield,scarlet-violet
steelix,curse,Curse,16,sword-shield,scarlet-violet
steelix,sandstorm,Sandstorm,40,sword-shield,scarlet-violet
steelix,dragon-breath,Dragon Breath,12,sword-shield,scarlet-violet
steelix,iron-tail,Iron Tail,48,sword-shield,scarlet-violet
steelix,crunch,Crunch,1,sword-shield,scarlet-violet
steelix,sand-tomb,Sand Tomb,28,sword-shield,scarlet-violet
steelix,magnet-rise,Magnet Rise,60,sword-shield,scarlet-violet
steelix,rock-polish,Rock Polish,1,sword-shield,scarlet-violet
steelix,thunder-fang,Thunder Fang,1,sword-shield,scarlet-violet
steelix,ice-fang,Ice Fang,1,sword-shield,scarlet-violet
steelix,fire-fang,Fire Fang,1,sword-shield,scarlet-violet
steelix,stone-edge,Stone Edge,52,sword-shield,scarlet-violet
steelix,stealth-rock,Stealth Rock,32,sword-shield,scarlet-violet
steelix,autotomize,Autotomize,8,sword-shield,scarlet-violet
steelix,smack-down,Smack Down,4,sword-shield,scarlet-violet
qwilfish,take-down,Take Down,48,sword-shield,scarlet-violet
qwilfish,revenge,Revenge,28,sword-shield,scarlet-violet
shuckle,wrap,Wrap,1,sword-shield,scarlet-violet
shuckle,rock-throw,Rock Throw,15,sword-shield,scarlet-violet
shuckle,withdraw,Withdraw,1,sword-shield,scarlet-violet
shuckle,rest,Rest,25,sword-shield,scarlet-violet
shuckle,rock-slide,Rock Slide,40,sword-shield,scarlet-violet
shuckle,rollout,Rollout,5,sword-shield,scarlet-violet
shuckle,safeguard,Safeguard,20,sword-shield,scarlet-violet
shuckle,power-trick,Power Trick,55,sword-shield,scarlet-violet
shuckle,gastro-acid,Gastro Acid,45,sword-shield,scarlet-violet
shuckle,stone-edge,Stone Edge,60,sword-shield,scarlet-violet
shuckle,bug-bite,Bug Bite,30,sword-shield,scarlet-violet
shuckle,guard-split,Guard Split,35,sword-shield,scarlet-violet
shuckle,power-split,Power Split,35,sword-shield,scarlet-violet
shuckle,shell-smash,Shell Smash,65,sword-shield,scarlet-violet
shuckle,struggle-bug,Struggle Bug,10,sword-shield,scarlet-violet
shuckle,sticky-web,Sticky Web,50,sword-shield,scarlet-violet
scizor,laser-focus,Laser Focus,44,sword-shield,scarlet-violet
corsola,tackle,Tackle,1,sword-shield,scarlet-violet
corsola,water-gun,Water Gun,5,sword-shield,scarlet-violet
corsola,bubble-beam,Bubble Beam,25,sword-shield,scarlet-violet
corsola,recover,Recover,50,sword-shield,scarlet-violet
corsola,harden,Harden,1,sword-shield,scarlet-violet
corsola,flail,Flail,30,sword-shield,scarlet-violet
corsola,endure,Endure,15,sword-shield,scarlet-violet
corsola,mirror-coat,Mirror Coat,55,sword-shield,scarlet-violet
corsola,ancient-power,Ancient Power,20,sword-shield,scarlet-violet
corsola,aqua-ring,Aqua Ring,10,sword-shield,scarlet-violet
corsola,power-gem,Power Gem,40,sword-shield,scarlet-violet
corsola,earth-power,Earth Power,45,sword-shield,scarlet-violet
corsola,life-dew,Life Dew,35,sword-shield,scarlet-violet
remoraid,water-gun,Water Gun,1,sword-shield,scarlet-violet
